demo_url,theme,hero_title_clean,business_name,city,phone,address,google_place_query,google_rating,reviews_count,categories,website,source_url,facebook,instagram,tiktok
https://dfcms.pl/?site=demo-fitness,fitness,Iron Gym,Iron Gym Wrocław,Wrocław,+48 888 444 336,Chełmońskiego 30A,"Iron Gym Wrocław, Wrocław",5,32,Trener osobisty | Szkoła kickboxingu,,https://www.google.com/maps/search/?api=1&query=Iron%20Gym%20Wroc%C5%82aw&query_place_id=ChIJaxGTCGLDD0cRRdEa2hQRvOo,,,
https://dfcms.pl/?site=demo-services,services,MikMat Instal Usługi Hydrauliczne,MikMat Instal Usługi Hydrauliczne - diagnoza wycieków.,Wrocław,+48 791 935 567,Piękna 7/5A,"MikMat Instal Usługi Hydrauliczne - diagnoza wycieków., Wrocław",5,32,Hydraulik | Inżynier środowiska,,https://www.google.com/maps/search/?api=1&query=MikMat%20Instal%20Us%C5%82ugi%20Hydrauliczne%20-%20diagnoza%20wyciek%C3%B3w.&query_place_id=ChIJ8XgYyiLDD0cR3EHKqKLXIBo,,,
https://dfcms.pl/?site=demo-fitness,fitness,Dominik Kozłowski,Dominik Kozłowski - Trener Personalny,Wrocław,+48 784 327 767,Podwale 61/1,"Dominik Kozłowski - Trener Personalny, Wrocław",5,29,Trener osobisty,,https://www.google.com/maps/search/?api=1&query=Dominik%20Koz%C5%82owski%20-%20Trener%20Personalny&query_place_id=ChIJXRBV3F_DD0cR4hDD3BiIWHk,,,
https://dfcms.pl/?site=demo-beauty,beauty,Ritual Studio Beauty,Ritual Studio Beauty - Salon Kosmetyczny,Wrocław,+48 537 266 166,Gen. Antoniego Madalińskiego 9/3,"Ritual Studio Beauty - Salon Kosmetyczny, Wrocław",5,29,Salon kosmetyczny | Salon piękności,https://booksy.com/pl-pl/190847_ritualstudio_brwi-i-rzesy_13750_wroclaw,https://www.google.com/maps/search/?api=1&query=Ritual%20Studio%20Beauty%20-%20Salon%20Kosmetyczny&query_place_id=ChIJFcdG6mPDD0cRVf9NaNzal54,,,
https://dfcms.pl/?site=demo-consultant,consultant,Sowa Design,Sowa Design,Wrocław,+48 697 667 761,Wykładowa,"Sowa Design, Wrocław",5,29,Projektant wnętrz,https://www.instagram.com/projektywnetrz_sowa/,https://www.google.com/maps/search/?api=1&query=Sowa%20Design&query_place_id=ChIJ95tLup3nD0cRAKs280zreqQ,,https://www.instagram.com/projektywnetrz_sowa/,
https://dfcms.pl/?site=demo-fitness,fitness,Trener personalny Paweł Augustynowicz,Trener personalny Wrocław Paweł Augustynowicz,Wrocław,+48 691 641 720,Mikołaja Sępa-Szarzyńskiego 84/5,"Trener personalny Wrocław Paweł Augustynowicz, Wrocław",5,29,Trener osobisty,,https://www.google.com/maps/search/?api=1&query=Trener%20personalny%20Wroc%C5%82aw%20Pawe%C5%82%20Augustynowicz&query_place_id=ChIJ99r4yZMWuEwReXhFRp2sALQ,,,
https://dfcms.pl/?site=demo-fitness,fitness,Dawid Wika- Trener Personalny,Dawid Wika - Trener Personalny Wrocław,Wrocław,+48 697 530 265,Franklina Delano Roosevelta 24,"Dawid Wika - Trener Personalny Wrocław, Wrocław",5,28,Trener osobisty,,https://www.google.com/maps/search/?api=1&query=Dawid%20Wika%20-%20Trener%20Personalny%20Wroc%C5%82aw&query_place_id=ChIJWfckuY7pD0cRr3-MaYunBMo,,,
https://dfcms.pl/?site=demo-services,services,Remonty,"Remonty,Wykończenia mieszkań, Układanie płytek wielkoformatowych, Wrocław–EmbudKonrad",Wrocław,+48 570 861 247,Rynek,"Remonty,Wykończenia mieszkań, Układanie płytek wielkoformatowych, Wrocław–EmbudKonrad, Wrocław",5,26,Usługi remontowo-budowlane,http://www.facebook.com/EMBUDkonrad,https://www.google.com/maps/search/?api=1&query=Remonty%2CWyko%C5%84czenia%20mieszka%C5%84%2C%20Uk%C5%82adanie%20p%C5%82ytek%20wielkoformatowych%2C%20Wroc%C5%82aw%E2%80%93EmbudKonrad&query_place_id=ChIJVVtPOiQlDkcRtsE9_Cqu1fE,http://www.facebook.com/EMBUDkonrad,,
https://dfcms.pl/?site=demo-beauty,beauty,VENOM Barbershop & Tattoo,VENOM Barbershop & Tattoo,Wrocław,+48 883 413 424,Bierutowska 13,"VENOM Barbershop & Tattoo, Wrocław",5,26,Salon fryzjerski | Tatuażysta | Studio tatuażu,http://blokbarbershop.booksy.com/a/,https://www.google.com/maps/search/?api=1&query=VENOM%20Barbershop%20%26%20Tattoo&query_place_id=ChIJVzXfjzM8WocRdbHjOKuZWcE,,,
https://dfcms.pl/?site=demo-fitness,fitness,Nowika.Move Trener Personalny,"Nowika.Move Trener Personalny, Dietetyk",Wrocław,+48 664 977 314,Dąbrowskiego 36/3U,"Nowika.Move Trener Personalny, Dietetyk, Wrocław",5,25,Trener osobisty,https://m.facebook.com/nowikadietatrening,https://www.google.com/maps/search/?api=1&query=Nowika.Move%20Trener%20Personalny%2C%20Dietetyk&query_place_id=ChIJ2TT2aGLDD0cR8c-2UgypqnU,https://m.facebook.com/nowikadietatrening,,
https://dfcms.pl/?site=demo-beauty,beauty,Dr. Belter. Firmowy gabinet kosmetyczny,Dr. Belter. Firmowy gabinet kosmetyczny,Wrocław,+48 508 240 554,Bolesława Drobnera 32,"Dr. Belter. Firmowy gabinet kosmetyczny, Wrocław",5,23,Salon kosmetyczny,https://m.facebook.com/GabinetKosmetycznyDrBelterWroclaw/,https://www.google.com/maps/search/?api=1&query=Dr.%20Belter.%20Firmowy%20gabinet%20kosmetyczny&query_place_id=ChIJocQaXtzpD0cRUWlHYU0-Q_A,https://m.facebook.com/GabinetKosmetycznyDrBelterWroclaw/,,
https://dfcms.pl/?site=demo-services,services,Impact Jakub Bauer,"Hydraulik, Impact Jakub Bauer, Wrocław, CO, Gaz, Wod-Kan, Montaż Kotłów",Wrocław,+48 508 614 817,Wincentego Witosa,"Hydraulik, Impact Jakub Bauer, Wrocław, CO, Gaz, Wod-Kan, Montaż Kotłów, Wrocław",5,23,"Hydraulik | Montaż instalacji gazowych | Usługi ciepłownicze | Wykonawca instalacji grzewczych, klimatyzacyjnych i wentylacyjnych",https://www.facebook.com/share/14eN2qhrViC/,https://www.google.com/maps/search/?api=1&query=Hydraulik%2C%20Impact%20Jakub%20Bauer%2C%20Wroc%C5%82aw%2C%20CO%2C%20Gaz%2C%20Wod-Kan%2C%20Monta%C5%BC%20Kot%C5%82%C3%B3w&query_place_id=ChIJUbQJrWSvlUcRD8h5A2SSzbE,https://www.facebook.com/share/14eN2qhrViC/,,
https://dfcms.pl/?site=demo-fitness,fitness,Michał Skołd,Michał Skołd - Trener Personalny Wrocław Śródmieście,Wrocław,+48 730 995 561,Wrocław,"Michał Skołd - Trener Personalny Wrocław Śródmieście, Wrocław",5,23,Trener osobisty | Service establishment,https://www.instagram.com/michal.skold/,https://www.google.com/maps/search/?api=1&query=Micha%C5%82%20Sko%C5%82d%20-%20Trener%20Personalny%20Wroc%C5%82aw%20%C5%9Ar%C3%B3dmie%C5%9Bcie&query_place_id=ChIJwRioZ7bHqE4RQpffn9wYO5I,,https://www.instagram.com/michal.skold/,
https://dfcms.pl/?site=demo-services,services,AW REMONTY Kompleksowe remonty i wykończenia wnętrz,AW REMONTY Kompleksowe remonty i wykończenia wnętrz,Wrocław,+48 517 227 716,Barycka 4,"AW REMONTY Kompleksowe remonty i wykończenia wnętrz, Wrocław",5,21,Usługi remontowo-budowlane,https://www.facebook.com/AWREMONTY,https://www.google.com/maps/search/?api=1&query=AW%20REMONTY%20Kompleksowe%20remonty%20i%20wyko%C5%84czenia%20wn%C4%99trz&query_place_id=ChIJc5ZEY2AnD0cRj76wf8DcOHQ,https://www.facebook.com/AWREMONTY,,
